"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liberia","LBR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","772600000","749500300","763200400","595100100","730700200","793400200","966999900","1218799900","1566400000","1623399900","1818599900","2273155200","2459030000","2765506500","2811000000","2897000000","2996826000","2982565100","2827000000","2717591900","2589500410.68347",
"Libya","LBY","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20746889763.7795","26805625000","32876307692.3077","47044214307.5512","55877359926.9184","68348645651.8296","87845701209.5456","63603510171.5197","74744237448.6896","34754942002.9407","79941762542.6012","65088464260.4388","41724850675.8881","29030301187.3733","26947934407.3648","39165350121.9687","53521075531.1355","53016861792.689","26353277728.1776",
"St. Lucia","LCA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","160364220.481481","183221159.111111","172077947.148148","185929578.111111","238777696","268966204.814815","322614800.296296","356004455.259259","403151312.925926","458048582","521420084.703704","551072185.185185","611779481.481481","615096296.296296","643220851.851852","683599962.962963","712277962.962963","726242925.925926","789198296.296296","832349148.148148","838614518.518518","791317037.037037","807708518.518518","877416777.777778","937048962.962963","998647259.259259","1214138074.07407","1268112444.44444","1365857333.33333","1356348259.25926","1447190518.51852","1557140148.14815","1567433518.51852","1627002518.51852","1648197678.57436","1655146422.06647","1751355905.72943","1892318285.50691","1953450426.21262","2008001343.92105","1605087491.1369",
"Latin America & Caribbean","LCN","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","127442057095.468","129925776233.892","139874448180.291","157380351055.864","171041868321.345","192714766594.485","216068219180.141","283963243987.881","369619344303.731","386415502594.226","426929961877.533","468406240694.278","529650661547.249","629319546998.607","755195616250.947","864476933464.882","791234857399.594","694908251468.114","701097731375.767","726404287981.316","732471951451.225","776278982706.762","875770857600.338","992560958344.094","1129297174686.29","1399836168366.77","1324101548157.88","1526049785816.29","1736559369450.28","1861257317951.93","2006654982162.31","2198579706503.52","2205956706582.65","1988445273678.62","2212036996237.19","2158781344928.74","1930371251729.74","1966826806723.21","2256169445955.05","2729999944560.25","3228734896024.51","3822104768737.17","4452883500389.76","4178822045664.84","5166564505947.7","5882888304442.51","5946974292588.2","6112334179750.55","6240686046513.67","5374762942525.28","5242140812982.11","5829541048805.55","5653851943068.46","5577430992980.43","4667656293540.46",
"Least developed countries: UN classification","LDC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","108930773019.984","118347954338.495","133169580404.958","136045847706.884","141351357719.137","147662086979.291","147893644763.471","139083402167.381","138992314787.335","132634079166.602","154265512467.359","170006547299.137","180243567911.636","184950212875.528","188256728733.387","211112519335.84","203430792811.009","224368677458.51","251026886505.207","286019735812.822","333820945848.647","388378185838.29","472087488328.623","576158413116.91","598880264797.909","684059713089.379","761814695857.971","809415284617.425","884207309068.184","955260609865.676","946062986340.51","947887022090.625","1030183547828.72","1067458032493.43","1125095049091.27","1124331501323.53",
"Low income","LIC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","76870650645.7469","78440263410.8385","79014743573.2199","80259792812.1821","85372933820.5855","90096952869.4129","98046712655.4881","93786699633.2908","91081620293.5874","95736427649.1751","94765710906.7372","86787449313.5787","85676954699.8837","75632863107.3745","85567997057.8828","91157001085.3567","96489639200.7026","97343090971.1957","97384067175.5027","120127705318.057","111814901947.151","120345503380.318","133011824796.083","153786150110.527","179283302083.444","209169064862.539","257479614586.949","311995143942.138","328342763012.072","372791282855.45","388086392528.117","411009382611.381","445426508471.09","482834160479.836","485645262712.955","463612642116.503","478222299802.562","492945008515.59","520293132858.076","532956056596.143",
"Liechtenstein","LIE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","88559570.0891836","103097268.922809","122808074.989527","163096720.171891","190670716.970999","242179483.206136","267840014.402304","298312918.660287","429456152.12528","494586936.909845","525569851.405383","502920171.06201","513173668.915924","515084226.573293","494033238.285739","520042977.493793","766054533.325921","1034862057.40343","1141916216.77031","1100872608.35014","1397189317.59286","1458804463.04045","1603338998.71995","1644529845.69572","1914846676.90283","2386986215.64482","2461267394.82201","2259156273.68566","2437370671.8168","2575822127.54627","2434805779.25154","2241052382.08106","2372898755.29321","2627236949.58046","2858142340.16888","3126084163.18664","3506859148.1895","4120459846.71776","4569661157.78783","3869313482.21671","4285933454.78953","4532319819.81982","3807827663.4318","5110583665.98339","5373935821.87295","5162406483.79052","5985894053.17637","6748654412.51143","7054504550.56754","","",
"Sri Lanka","LKA","GNI (current US$)","NY.GNP.MKTP.CD","1406432689.07563","1407026659.66387","1438767407.40741","1223818201.68067","1306652050.42017","1683403361.34454","1750630252.10084","1855555555.55556","1771260504.20168","1953613445.37815","2142184873.94958","2158178752.10793","2352093802.34506","2622500000","3230375939.84962","3369329529.24394","3056361474.4352","3523788049.60541","2501281229.98078","3358445728.96596","4067150635.20871","4391688311.68831","4817779913.50312","5141478963.02592","5870951257.86164","5953387334.31517","6378443968.59386","6653634510.86957","6961175730.90223","6936477115.11789","7973539690.4643","8925839980.66232","9680880675.33653","10339859271.5232","11645649534.6014","12859512195.122","13701791206.803","14917511442.6174","15545384018.6191","15373003963.7599","16016130112.9723","15467999433.7511","16285197574.7439","18710453791.9602","20457644035.9719","24106796019.9005","27890802429.6921","31997212158.0283","39744290332.2878","41580810963.1754","56108610571.8417","64641180045.801","67220575627.2952","72566139041.9078","77548357251.2325","78581801881.2442","80205348611.8104","85107305314.5959","85556449334.7226","81557779050.6193","78522599256.8069",
"Lower middle income","LMC","GNI (current US$)","NY.GNP.MKTP.CD","","93043284439.3728","94216839881.839","105237247792.642","119274882610.542","128574364244.008","116254135327.103","124050219358.161","133641381339.464","148662391178.206","164917345650.691","174325471362.756","192959018542.843","237114260767.007","317372146204.478","352761143056.446","391782432353.069","449856615130.917","496698145501.773","572901203720.638","691628756196.931","838358140544.365","862040882617.575","851692906956.255","839140692831.124","892378372349.382","937804118551.771","905677859649.016","923921472526.837","933725257272.97","1003465540524.4","941868984958.635","1001807300750.64","1009751825327.08","1093807790559.89","1243005010430.19","1384693785599.56","1419967663191.81","1307795572006.34","1410591081206.74","1474587286241.24","1517366364032.94","1625167386872.9","1862146930887.88","2155078127963.11","2499576438418.25","2981414956195.23","3674410545404.77","4154135497610.17","4217162746737.59","5129771983550.19","5835311932627.06","6121140703765.73","6227761281660.84","6486170195226.25","6376992333682.27","6643355974693.76","7162447893593.36","7252407239300.41","7644337454827.55","7245706522027.56",
"Low & middle income","LMY","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","463275779061.582","474032367174.381","499864413546.169","559908575858.127","613704735541.388","663876037351.233","746949570939.406","945897135813.706","1197224954884.86","1324155475953.17","1422943033293.3","1595477645935","1723326944369.31","2037444202652.62","2371607964873.94","2671086211165.19","2623112864809.77","2542936271158.32","2584401139963.18","2730617005905.57","2815266172652.74","2890420040962.45","3100875797229.07","3268449072904.39","3685070572838.81","3744881222094.64","3713582992762.37","3968238298345.83","4315771879270.35","4837352466902.08","5278963286714.06","5582219672616.67","5407096515142.64","5281171043253.75","5779492731982.47","5843218049746.8","6014820571802.59","6773363939524.58","8040622419961.18","9548974483473.93","11399835110409.5","14156596406973.1","16971345299550","16541062613284.9","20021793681702.3","23721209794311.4","25336866295223.2","26839483202039.3","27888221304942.7","26496768368086.6","26638971503213.7","29309121673027.7","30983421880110.9","31837187887542.8","30579694934422.3",
"Lesotho","LSO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","71818563.6287274","74100517.9896402","77824443.5111298","83466330.6733865","88478230.4353913","98154362.4161074","107844412.644725","163976945.244957","239293598.233996","250896146.044625","286223551.057958","358900643.974241","444342226.310948","503800475.059382","694786851.566513","724558404.558405","695034905.139068","769317296.472489","665548430.827628","501633283.977206","587684113.785558","738946611.001965","810086430.613591","815061120.219621","957269702.005952","1079640060.84091","1211778681.62693","1167632708.02093","1207496873.9439","1339138788.56387","1266690740.35308","1321655186.63194","1192068339.27247","1195118454.86537","1130529943.22603","1194386614.16408","1123290825.08752","1654878422.14496","2072881339.40182","2183409541.93072","2243386088.75434","2344565248.24708","2392563138.52709","2293067857.01642","2872100453.56431","3089102108.84447","2892666061.86069","2718881440.94847","2719621955.82666","2639110142.7239","2400945714.77138","2620773521.02102","2864843190.59385","2690392209.51801","2098178810.17108",
"Late-demographic dividend","LTE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","261758954701.347","264552880057.569","270464672918.632","302785207154.641","344974353605.758","383426286849.007","439744449056.99","557411818360.912","656887922776.088","724676923536.468","781934641667.701","902153416842.402","940986237270.414","1117201897740.53","1249630136189.8","1317793658028.68","1343485024609.81","1241584989140.83","1311091738241.91","1409288717869.35","1503565697458.91","1563054762137.8","1758707485379.77","1926513467195.33","2006248962674.1","2219991461764.2","2060671077959.53","2139570310066.58","2436670521033.08","2992718372594.92","3286594224826.98","3428905913559.02","3275341926182.79","3008119451601.88","3314682214668.31","3418733985550.37","3615857774062.5","4119201967675.9","4965607622754.05","5990374054686.14","7258023925314.94","9173352404841.08","11431662302985.8","11010811648998.6","13175567308813.3","16046472462456.8","17238893175202.6","18579916937960.8","19402953862501.2","18168211606075.1","18222886383712.2","20256599229965.4","22115369955415.5","22575029902735.6","22116761321377.7",
"Lithuania","LTU","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7853767866.19361","8295451877.42771","9926974536.03798","10988111350.8848","10710222701.7695","11317713422.5291","12072044022.4428","14108872921.9498","18315975183.3051","22139972677.5956","25713164572.708","29632497176.5592","38192397372.7422","46287809161.4225","38233051153.7392","36887284560.476","42261715400.6605","41584616578.1745","45495776757.2547","47960568992.3636","39924629523.4205","41485060525.2801","45918265065.1492","52030559630.1492","52738342284.6823","",
"Luxembourg","LUX","GNI (current US$)","NY.GNP.MKTP.CD","492035662.522561","493161048.91954","520303076.217469","555508642.918832","632541612.876169","646031223.833928","677056363.460924","682465653.616809","747418082.099624","866872413.547598","1105443323.92094","1156844407.75898","1468856200.16497","1999224798.17843","2474450082.85004","2601849292.53044","2927724137.93103","3303242543.61283","4113826053.54169","4810191249.31205","5340377983.17009","4659444806.60582","4650007946.31821","4685352268.24458","4540806339.01145","4718525035.66818","6721945999.63879","8460807131.28039","9394335710.36753","9910167895.16789","12814944471.2699","13976314235.0856","15595529485.5709","15702109375","16814095731.8544","20424828954.5703","20438323127.0358","19010608930.9878","18992772838.4085","20308011932.6657","18841257600.8845","19140098434.0045","19967435535.479","24101895033.86","31761046684.8771","34489643079.219","34524832517.8773","44049690665.2067","46129698256.9211","34793610725.2014","38380496318.3042","41430433503.4341","39410448633.1622","41234842180.1459","43911039297.8563","37619323317.384","38640202045.2441","41281165720.2815","45156061646.4829","","",
"Latvia","LVA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5827936394.75185","6007293261.8683","6570141543.67288","7205977600.38127","7453824165.26543","7939406720.7416","8376683456.45847","9561489313.32424","11692191612.3478","14104067906.8557","16783490976.9757","20978190368.6983","30082501709.7524","35301362373.9219","28156845982.7634","24110184369.8507","28345350781.4077","28127391719.8602","30368792615.5274","31367845104.6962","27109891921.337","28007742417.4941","30307393689.2826","33835616314.7077","33621087275.5058","",
"Macao SAR, China","MAC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1149844196.72974","1147492819.0563","1325550501.53073","1368971683.25249","1556366270.65342","2001094509.2262","2327882894.31137","2746049378.25962","3263340294.22765","3788827892.50778","4957089422.1241","5672099427.68211","6295496375.76473","6944602525.16378","6940839199.63848","7008425839.78032","6504950368.47646","6133923097.13585","6197684994.82924","6811252878.57098","7290026638.78308","8039133795.44208","10026376804.3679","11314276441.4375","13247206738.8207","18055911596.7098","18426241568.0602","19261738662.1244","24909599860.0385","31539472699.6084","36351719045.2947","42782308838.0709","46126779431.8338","40248102692.5485","40652499656.0393","44914029404.4356","48936017342.8306","48827470416.9506","",
"St. Martin (French part)","MAF","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI (current US$)","NY.GNP.MKTP.CD","2056911767.6119","2041498251.16095","2393439383.46013","2688864756.44699","2839838434.93726","2919276751.30916","2835490781.54333","3010374468.926","3224385179.33011","3608536705.8591","3944835945.06472","4328390158.41584","5037326530.16867","6186623706.44525","7631661700.76434","8929566563.84948","9497330753.73928","10936369906.513","13034088343.2933","15622086199.3793","21280004470.8632","17210379096.3401","17066792827.4946","15692953074.684","14365668282.1633","14347548504.4221","18985087518.1231","21186724100.3924","24784028833.8551","25404130569.4965","29318875495.9174","31295022190.0627","32789119126.2591","30612485009.1408","34592148679.7783","37800505819.6721","42112593409.7454","38172814275.2178","41009198221.6484","40872937344.4576","38093597383.7757","38726668265.0624","41585350784.8653","51372062165.7754","59054249616.599","62069051539.7631","68261901950.9755","78758712449.4953","92310878288.5824","91615593699.9665","91932709214.4656","99660564407.471","96282277131.3337","105369103563.143","107502587345.205","99244697520.5596","101325516186.592","107532707387.536","115794632488.467","117366149878.862","111167208438.632",
"Monaco","MCO","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754299565.21739","1992937445.88745","1727901675.97765","1204642063.05467","1352310309.3281","1591983554.57456","1827506004.56789","2211747378.53772","2953679177.17771","3392191815.61319","3809726984.03028","4811380653.87689","6649108545.03464","5745805519.55066","7480557687.17712","8991801935.49486","9519308758.69016","10391091746.9095","10332736783.6074","8194654334.83009","8517450541.56336","10220973025.569","12007203194.6486","12594010844.8885","12386780905.2635",
"Madagascar","MDG","GNI (current US$)","NY.GNP.MKTP.CD","650793392.581531","676064335.181967","714566101.37671","734222182.101413","776139175.168645","806012048.873265","900264585.713702","956435312.770281","1031668828.18788","1051392480.65418","1108857699.11469","1192886702.12641","1339441922.8558","1648118544.41189","1903186533.23847","2270256405.8484","2169578043.6383","2357656134.64092","2668890091.46444","3451167326.19623","5157942663.43568","4671006400.30721","4689709723.72034","4568324597.11229","3759912517.71614","3673726255.28725","4192899227.7976","3038202028.5557","3010174177.69542","2986320070.99295","3770426972.37285","3093518521.97934","3567898913.41931","3912357001.90591","3366890154.51845","3671361379.55189","4769113376.75098","4133133264.13123","4280498726.10874","4172718601.00019","4531580026.97015","5338012391.75447","5254956180.41158","6265748301.51986","4993998602.08733","5736869847.10831","6248699463.43225","8448232332.57556","10640282203.723","9502808702.48928","9833984439.62774","11396920373.3611","11260410204.8564","12056235131.4337","12227495202.0068","10949102782.8011","11431773568.4483","12816628748.5358","13390285874.726","13596240332.1827","13302769992.5028",
"Maldives","MDV","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","114042253.521127","120195804.195804","118687635.574837","158246013.667426","171933738.938053","193885130.890052","212959024.390244","248856764.427625","276839142.335766","313499050.905953","379025480.033985","428503653.35599","480780305.862362","511936219.201359","558212710.280374","594339124.893798","845779436.27451","874367273.4375","1016714804.6875","1192946750","1132462437.5","1534500390.625","1587767023.4375","1989697750","2089951648.4375","2276923140.625","2479997157.92357","2614022206.6021","2931312227.08844","3342253036.33195","3776983112.39531","4025479184.56053","4378451329.044","4807077247.44653","5082024444.15551","3759281687.21609",
"Middle East & North Africa","MEA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","35230626081.2322","37271533220.5104","40074844030.6054","45059417584.3392","50572541158.1795","57833371424.8883","66186517723.2831","81065819494.7488","108712166509.347","200572260533.848","224172036816.302","279135231333.638","319212546430.309","338003296793.127","433378959828.564","549694078842.748","564178523497.099","572202660387.96","592446861763.83","599836293030.892","613616090335.353","640115710607.744","582879078305.774","579538463112.854","594102524057.606","772172758057.341","528954993706.61","577400914693.091","584683145469.38","612243974611.214","706553908077.438","793008910234.261","829524333119.469","813141013459.368","873432333115.717","967777965678.79","966207894995.794","962514537574.577","1067393951726.9","1265383387050.62","1522885172307.66","1799443846211.81","2141987297441.42","2667759406944.17","2369070559106.31","2752110792983.92","3259289102640.97","3559800394570.01","3539604311952.8","3561284801808.98","3140864482867.78","3160779138201.93","3282878847889.61","3392115450778.97","3426075445782.04","3037166755720.37",
"Mexico","MEX","GNI (current US$)","NY.GNP.MKTP.CD","12666168000","13775344000","14814304000","16530280000","19477944000","21234640000","23566704000","26201208000","28939512000","31985424000","34897440000","38495400000","44387480000","54435528000","70743688000","86091952000","86770084415.5844","79585539823.0089","99570083333.3333","130466105263.158","198701734782.609","253844553061.224","172347898936.17","147035900499.584","174185041716.329","186223239782.016","127030515364.498","140739534247.569","174365613985.306","213098448710.136","252627674820.451","304534734461.967","353562749232.609","489113393888.818","515157050754.052","346715405645.387","396991780930.073","487611244932.752","513008373905.429","587223199029.329","692709476500.698","742673818438.714","758782874482.187","716377770785.059","770594421407.053","859156840951.009","960397767726.072","1034991278893.14","1094332318930.43","884929436415.436","1045220776511.55","1161743714472","1177885199589.96","1237366326260.57","1283058447244.69","1141602672778.78","1049583160881.05","1128823076215.89","1189368220771.86","1232370517244.96","1038393916174.88",
"Marshall Islands","MHL","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152854100","135250400","136641000","143253700","149305200","151618100","160116500","167548500","167807100","169343300","179125700","181340200","191419700","189449600","189529000","195598900","209784400","209480300","221587500","228053400","246336300","260847100","271011100","279137800","292637300","",
"Middle income","MIC","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","449224003631.815","458741597027.004","484310761149.401","542791077826.614","595360938592.927","643719874463.699","724919074900.635","920292846258.894","1164926597103.9","1284636748358.7","1379510614678.5","1546593728904.94","1670405125511.79","1977898685490.18","2306102298127.73","2600500344173.36","2551129835300.16","2470468960460.06","2510791346670.66","2652326663521.6","2732682076951.22","2800500564459.95","3014957329322.12","3183667256646.56","3594430144768.69","3654812013735.3","3630361575601.88","3885194099378.45","4239711603420.31","4751403215061.04","5187111757954.88","5485007665759.5","5309557042784.79","5183894529908.42","5661258319175.19","5732114807173.67","5895862386056.42","6641593236850.9","7887783696046.4","9370386217326.92","11190871578638.5","13899080515595.2","16660245091017","16220446716154.6","19652322307243.9","23325127276096.8","24916549695494.9","26386390576933.1","27401616541990.4","26013182522688.3","26171728088424.2","28819617033564","30475668856687.7","31305484806127.6","30044928835110.1",
"North Macedonia","MKD","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4644646643.10954","4909775510.20408","2364849341.97604","2625765896.55172","3509981986.14319","4640509742.78215","4600053631.57895","3874575903.61446","3702678791.20879","3791613409.49033","3703621746.6951","3682236556.69665","3949280027.029","4888359902.04819","5647487474.71688","6148649148.80463","6835411722.46749","7948966845.00454","9791596189.67726","9339272177.68398","9281155973.72015","10307542446.9835","9532245140.5056","10560327297.5766","11148969035.9303","9753942641.83474","10255604137.3786","10862449662.2368","12147988887.1834","11965412717.7098","11797104839.3205",
"Mali","MLI","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","274847770.882139","341790647.454989","337201492.07226","354124095.930907","393751360.509013","485815839.614391","561341678.735443","533923918.394614","819675359.719364","931397905.00543","1049879172.35327","1233479863.81034","1581719888.81242","1740408246.22917","1503289928.8452","1307074652.55535","1267613189.05386","1211293686.07919","1366264559.06674","1827610129.36828","2070498991.80333","2142869529.51201","2181821902.43953","2666059799.8713","2721462313.75411","2823397107.5039","2820491619.65599","2058618936.22298","2659084560.824","2730573833.8829","2643959128.91784","2869578167.06382","3396108954.68577","2931331600.46071","3302171357.85653","3666811361.5252","4553871438.29236","5272203027.28042","6040786478.31879","6648290206.29923","7857251240.98032","9524579675.33632","9764553708.17451","10269427724.4099","12532792055.1913","11981791173.8627","12810032895.3496","13980008238.8655","12808995389.4688","13651411051.1274","14864818058.5878","16560732181.7673","16670712812.3555","16749289497.6598",
"Malta","MLT","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","270010715.021636","284919118.42244","319221084.608461","368088813.874985","411790177.079853","526983822.380899","575042916.287994","675604655.891024","842223905.536371","1041318682.63473","1347909893.11459","1361200488.45471","1373834687.5","1263110890.49935","1210693640.00372","1209121065.15373","1513987546.42779","1849328280.31809","2114205657.19476","2232004927.322","2738345670.67405","2919788844.62151","3166473280.38767","2811899606.96238","3055459161.64944","3776188715.95331","3853662458.31348","3826595261.9286","3969862747.26489","4177153034.8687","3916552812.07133","4113241152.34189","4504004950.00495","5426514510.0717","6074239661.18585","6220547568.71036","6502959101.74382","7531092800.438","8950142229.38333","8238328841.34482","8570974015.64364","9413122355.23385","9016278941.28228","10028090317.4392","11021117045.3036","10478412848.1083","10580009818.9232","11875770042.2174","13755810442.9265","14069074718.9006","13329361714.5839",
"Myanmar","MMR","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7640541588.01677","4658484037.23686","4271263994.72561","7625103106.22902","8976467286.74559","8853229710.26914","10566568951.8005","14569026879.0798","25427309666.3582","31819907102.0199","42202228023.3501","51505723102.9703","54136611741.9911","51138144519.2597","56339932629.4711","57248589072.2497","58474291896.4363","59831307050.2147","65232359831.1912","66674759361.231","77688294296.0653","73922116985.8019",
"Middle East & North Africa (excluding high income)","MNA","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252211354316.646","264876688094.428","318238130105.501","365682382922.587","384122601477.105","395180201134.887","425393266565.898","450091201468.195","457619355145.219","450101041088.396","491137751760.302","585095569043.727","684674414027.937","802669462957.235","999351508375.495","1245923281290.08","1198488565103.5","1376143196486.64","1552059893126.56","1717153173931.62","1603562906023.79","1574292490130.89","1414770383911.28","1443114932874.8","1422993861230.57","1329319908630.32","1348148399653.54","1197451915883.95",
"Montenegro","MNE","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1034066685.139","1217862708.22139","1356512418.54755","1807140110.82212","2180314129.62503","2282062056.95809","2767363567.93376","3723496304.40734","4612753771.78849","4166797860.51681","4114214370.93994","4581082544.54343","4156885391.23731","4553096559.96812","4655006377.04265","4143524797.5147","4415296103.60859","4956379123.36195","5571649385.92348","5561523175.10076","4848798062.67806",
"Mongolia","MNG","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","2299199133.33333","2532001966.66667","2694636533.33333","2059734525","2141505525","2894479033.33333","3009311733.33333","3170261666.66667","3289326933.33333","2517185660","2374108010.52632","1290711863.84977","741470800.539993","906403930.752084","1425356882.36999","1331359924.36219","1168938177.57187","1124839904.05651","1057508580.46245","1131697254.99018","1265989177.16402","1392055720.37938","1583797330.75165","1981009807.80913","2471681099.47947","3371391056.38115","4137457998.7471","5449590187.78625","4388014379.17088","6609616683.64695","9551980150.38611","11343401728.5906","11871513598.8425","11232542815.8276","10785835875.8615","10265490041.8443","9817032346.84708","11765196063.3437","12424720884.3459","11870689059.4776",
"Northern Mariana Islands","MNP","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3525806064.83095","2501052610.66518","2595134453.56461","2661523283.54254","2788861562.66968","3764399842.39001","4563432187.53249","5134577518.40062","5852608042.20711","5463563110.74919","5172729177.53434","5073827409.40958","6137885217.1573","7459677042.50863","8182227349.20428","8542436423.26226","9859266169.51042","11914320634.0584","11632660407.8014","10744873392.599","14126352399.2349","16275337948.0492","16915730890.4767","17514171455.7279","15650835893.2033","11676316877.6425","12825576694.2469","14550327917.6053","14995482279.0475","13558723676.1599",
"Mauritania","MRT","GNI (current US$)","NY.GNP.MKTP.CD","","159213140.003286","164271590.835566","168186331.271262","224495789.265476","255340526.745302","266533659.162216","282615367.46488","301396000.321084","279862138.452886","298105315.518823","321769089.439512","375169448.263306","483223647.269864","607599077.696078","673288773.477534","716475328.198342","755618186.150606","777551568.620168","920501091.193637","1021070305.89861","1054952445.39437","1063169885.37841","1102884245.19702","1035269322.35829","957331783.215753","1116355897.84009","1266951763.47476","1343052130.69448","1390404297.26315","1447895783.35209","2072463109.85283","2097704689.34928","1778652649.70283","1870169427.47319","2017413568.83053","2156251395.54882","2088873417.05465","2058286089.47558","2015585932.20501","1793304273.76184","1713839294.44625","1832909357.87649","2108847606.73687","2428018693.49082","3000602093.37349","3845277285.92703","4285406888.20397","5183444125.38885","4766475808.60325","5559975526.83277","6609321843.49633","6537356580.81046","7029814844.25406","6340605473.61467","5986763077.81392","6282354756.77624","6660685407.82123","7012518037.02447","7504422970.94655","7746329271.26922",
"Mauritius","MUS","GNI (current US$)","NY.GNP.MKTP.CD","","","","","","","","","","","","","","","","","709870538.052832","820758857.62717","1007577109.66528","1194337439.16552","1108624077.66485","1096849997.20248","1032605196.59692","1048845910.71398","995195756.613987","1030791646.43031","1408765520.10931","1839465142.64416","2090387491.9071","2162126716.41595","2630672452.65247","2862576745.90955","3235255005.39735","3266881555.98368","3533471665.44175","4021250438.5637","4377983825.58599","4169701519.18812","4143114543.17355","4327153384.04974","4646665747.28758","4627122193.11827","4854526980.8424","5786698801.13972","6564661894.28514","6480647713.94281","7080304401.71439","8374417587.19027","10162585053.1406","9181337179.83216","9912845467.18468","11299782797.643","12083538847.4719","13061930213.1996","13796103732.8055","12684108886.4611","13229771635.6367","14572664641.2737","15879556026.398","15788087920.9741","11895691998.0311",
"Malawi","MWI","GNI (current US$)","NY.GNP.MKTP.CD","160716785.664287","171496570.068599","181156376.872463","188576228.47543","186196276.074479","223435531.289374","252694946.101078","259044462.855565","236769470.778831","258850354.014161","283331333.25333","361415332.771693","401447105.788423","445258147.198828","563361864.003804","622482056.031489","650602409.638554","780817366.26426","911698471.020505","989349981.637899","1137790912.44921","1154808444.09695","1109995262.90857","1152281154.23902","1152256898.25952","1078471293.11849","1122991779.0554","1126182822.47476","1326084410.26041","1540351476.7168","1837457400.41775","2157029251.23961","1760525268.50387","2028845530.1172","1138597122.38451","1350065775.95739","2242034131.36493","2622014497.5128","1709141159.2813","1734186814.58262","1707156805.57841","1683359689.35126","3451380076.23563","3167351846.47356","3430244814.28768","3616090551.1944","3960216045.46608","4411999296.92842","5298642687.62271","6132244799.59537","6851157459.09771","7888424222.52109","5892688581.96912","5356898814.32123","5887200679.08414","6153437697.08038","5409917742.35555","8634109875.69708","9548200035.79156","10680893060.9762","11770810654.2474",
